Contig	AWG0_V	AWG10_V	AWG1_V	AWG2_V	AWG3_V	AWG5_V	AWG6_V	AYW2_V	AYW6_V	AZB1_V	AZB2_V	AZB4_V	AZC1_V	AZC3_V	AZC5_V	AZE2_V	AZE7_V	AZJ10_V	AZJ1_V	AZJ6_V	AZK1_V	AZK4_V	AZO8_V	AZO9_V	AZP1_V	AZP2_V	AZR1_V	AZS0_V	AZS1_V	AZS2_V	AZT2_V	AZV1_V	AZX1_V	AZX2_V	AZX4_V	BAC3_V	BAC7_V	BAD1_V	BAD2_V	BAF1_V	BAF2_V	BAF3_V	BAF7_V	BAF8_V	BAH14_V	BAH1_V	BAH4_V	BAJ2_V	BAJ6_V	BAL2_V	BAL6_V	BAM1_V	BAM2_V	BAM4_V	BAM6_V	BAO5_V	BAO6_V	BAS3_V	BAT4_V	BAW0_V	BAW1_V	BAW4_V	BAW5_V	BAW6_V	BAX1_V	BAX2_V	BAX3_V	BAX4_V	BAX6_V	BAY1_V	BAY4_V	BAY6_V	BAY9_V	BBD0_V	BBD1_V	BBD2_V	BBD6_V	BBF1_V	BBF6_V	BBF8_V	BBN1_V	BBN3_V	BBN6_V	BCL5_V	BCL6_V	G01M_8068_V	G01M_8190_V	G01M_8193_V	G01M_8197_V	G01M_8337_V	G01M_8340_V	G01M_8349_V	G01M_8363_V	G01M_8393_V	G01M_8394_V	G01M_8396_V	G01M_8399_V	G01M_8405_V	G01M_8414_V	G01M_8418_V	G01M_8519_V	G01M_8520_V	G01M_8528_V	G01M_8533_V	G01M_8588_V	G01M_8590_V	G01M_8597_V	G01M_8653_V	G01M_8658_V	G01M_8661_V	G01M_8755_V	G01M_8757_V	G01M_8768_V	G01M_8870_V	G01M_8873_V	G03J_7869_V4	G03J_7872_V1	G03J_7875_V2	G03J_7879_V5	G03J_7944_V3	G05A_8347_V6	G18F_V10	G18F_V11	G18F_V12	G18F_V14	G18F_V17	G18F_V18	G18F_V20	G18F_V2	G18F_V6	G18F_V9	G21F_7876_V1	G21F_7878_V2	G21F_7881_V3	G21F_7946_V4	G21F_7947_V5	G23J_7924V	G23J7927V1	G23J7928V2	G23J_7933V	G23J_7936V	G23J_7937V	G23J_7940V	G23J_7943V	G23J_8030V	G23J_8060V	G23J_8062V	G23J_8064V	G23J_8066V	G23J_8067V	G23J_8195V	G23J_8196V	G23J_8200V	MixLL9_V2	MixMB4_V11	MixMB6_V12	MixMS12_V7	MixMS20_V8	MixRN4_V3	MixRN7_V4	MixSK11_V6	MixSK5_V5	MixSR5_V9
G23J_8064V__4539	7	0	5	0	0	0	0	0	0	57	32	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAY6_V__4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	6	10	0	0	0	0	11	2	38	0	2	0	0	0	0	0	0	0	0	0	0	2	0	25	34	0	0	0	0	0	0	0	2	0	0	0	51	29	0	1	11	4	0	198	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	5	0	0	54	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	2	0	0	0	0	4	36	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8418_V__8720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8590_V__177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	159	2	1	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0
G23J_7924V__2261	12	0	5	0	0	0	0	0	0	42	49	1	0	0	0	49	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	7	53	0	43	2	2	0	0	0	0	0	6	276	19	0	0	112	0	0	0	0	0	0	2	4	0	71	6	0	0	0	4	8	164	565	10	104	924	83	0	43	2634	1875	8	0	0	0	40	54	0	0	0	10	278	4	0	0	0	0	0	0	0	22	0	0	0	0	27	4	0	0	0	0	0	16	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	177	90	1	1	211	0	0	2	33	150	43	16	5	2	38	427	17	8	4	0	0	0	0	0	0	0	0	0	0	0	4
AZX2_V__2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13	480	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	29	32	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	46	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	9	0	3	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBD0_V__7724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZE2_V__9162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6072	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_7937V__6852	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	20	0	2	0	4	0	0	0	3	0	0	0	3	11	0	135	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	5	18	0	1	2	0	0	0	0	38	0	0	0	0	0	0	2	1	0	0	1	3	11	0	0	2	2	0	0	0	0	0	3	12	0	0	0	0	0	16	12	29	0	20	0	22	0	49	0	0	0	2	32	61	0	0	2	0	0	7	0	0	0	0	5	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	113	20	0	1	2	0	0	0	33	309	2	33	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAY1_V__6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	44	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBD0_V__9397	3	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	3	0	2	5	0	0	0	4	9	2	2	12	5	155	0	0	0	1	1	0	0	0	0	115	2	0	0	0	0	8	0	28	0	0	0	0	0	5	0	0	0	17	0	18	0	347	4	1	0	2	0	0	3	0	0	0	0	0	0	0	36	97	0	0	0	0	0	42	2	0	0	27	7	1	0	0	0	12	0	112	0	0	0	0	237	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	84	27	11	5	8	8	5	2	0	0	10	8	0	0	0	26	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
BBD1_V__8756	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	2	37	0	0	0	58	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	32	0	0	0	0	181	120	0	0	0	0	0	0	0	0	0	0	0	0	14	23	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	4	0	0	8	0	4	0	0	18	2	243	0	0	42	11	8	119	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX4_V__7862	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	8	0	0	179	18	0	7	0	0	0	25	14	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7878_V2__6459	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	3	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	1	0	0	4	4	0	4	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	177	4	5	0	77	4	21	0	0	0	8	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	423	4	58	1094	2	10	0	0	5	11	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_7940V__7961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	12	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	1	0	0	0	28	0	11	0	32	30	40	0	2	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	41	0	0	14	0	2	0	4	0	0	20	184	0	0	16	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAY6_V__9936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8653_V__7622	4	0	0	0	0	0	0	0	0	86	26	0	0	0	0	93	11	0	0	0	6	8	0	0	0	0	0	0	0	0	0	21	0	0	0	55	63	4	2	0	0	0	0	0	338	321	6	0	0	3	0	0	0	0	0	0	0	450	0	1	26	0	0	0	6	106	151	148	52	66022	20	0	0	8	0	0	0	0	0	0	121	2339	0	1	0	1525	8301	25799	59	77	0	0	0	2	0	29	4	15	0	0	4310	3482	0	0	0	0	0	1043	0	0	0	0	0	0	0	26	2	4	5	0	0	0	0	8	0	0	10	0	0	0	0	7	2905	1789	10	249	153	0	0	47	72	276	2715	65	0	96	17	398	233	84	15	0	0	0	0	0	4	0	0	0	0	0	0
BAO5_V__4739	242	36	0	53	54	258	114	0	21	20	6	0	0	2	4	106	8	108	25	58	0	105	28	50	4	0	38	0	17	59	32	49	0	19	33	62	36	10	0	170	143	76	95	110	227	48	31	4	35	0	8	13	39	174	43	1101	543	664	44	29	56	2034	48	2375	65	7	56	16	17	37	57	1017	3203	92	117	34	317	17	743	67	2	99	361	2220	4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
VC_1479_0	5	0	0	0	0	0	6	0	0	0	8	2	0	0	0	0	0	0	0	0	88	0	0	2	3	0	0	0	0	0	1	6	0	9	5	9	3	0	0	16	0	2	0	4	14	42	45	0	5	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	4	9	3	0	3	0	2	0	1	1	0	7	0	0	0	0	0	0	6	86	217	0	716	0	4	0	27	23	0	0	500	23	9	0	0	196	18	0	90	0	0	0	0	5	0	0	46	7	1	11	18	0	0	0	0	0	0	0	0	0	0	21	9	290	108	3	34	1	0	2	0	20	43	2	6	0	7	6	22	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0
G21F_7947_V5__10352	6	0	0	0	0	0	0	0	0	0	12	0	6	0	0	6	0	0	0	0	5	0	12	0	71	23	0	0	0	0	5	40	0	0	0	0	0	3	0	212	0	5	0	0	0	5	3	0	2	0	0	1	1	0	1	0	0	4	0	0	0	0	0	0	12	14	0	0	8	12	11	0	0	0	0	0	5	0	0	0	0	1	0	0	0	3	0	0	144	119	0	1078	0	0	0	70	0	0	0	21	4	9	0	0	640	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	108	12	25	338	4	10	0	0	7	7	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
BAH1_V__6202	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	8	0	0	0	0	0	26	0	62	0	0	386	281	0	0	0	0	261	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	8	0	0	0	35	275	0	0	4	0	14	123	0	0	0	0	0	0	9	105	0	0	0	0	0	0	60	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	224	0	0	0	0	0	3	0	0	0	1743	0	56	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7876_V1__5386	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	0	0	0	128	1009	52	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	10	0	0	2	4	0	0	0	0	0	0	0	0	0	20	0	0	0	301	6	0	0	11	88	5	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	39	0	0	0	7	6	12	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1206_0	0	4	0	0	0	0	0	0	0	0	8	0	4	0	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	16	0	0	4	0	0	0	0	2	180	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	1	2	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	85	8	0	5	0	26	0	83	0	0	0	100	23	24	0	0	7	17	0	724	0	0	0	0	81	0	0	8	0	0	2	0	0	0	0	0	14	0	1	0	0	0	0	52	170	76	37	402	7	0	0	0	51	33	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
G01M_8396_V__7040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8062V__8873	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	57	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	181	0	8	119	0	0	0	32	0	0	6	0	2	0	0	0	823	1	2	0	4	0	0	4	6	0	0	0	1	22	7	40	12	292	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	4	17	60	2	25	11	0	0	1	21	84	3	14	4	0	138	29	15	206	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8520_V__2714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	65	246	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZP2_V__1401	0	1518	7	11	0	54	32	379	596	1230	12	6	74	182	573	22	0	14	762	21	0	0	0	0	114	82	0	0	0	0	6	19	0	0	0	17	0	5	8	23	7	103	390	0	43	6	4	994	2	0	5	437	22	22	14	47	3	259	251	7	0	0	17	398	0	0	30	0	0	27	0	39	2598	0	14	15	10	10	1618	3	49	4	74	134	6	0	0	12	0	187	0	9	4	0	0	0	0	43	0	54	0	0	0	20	0	0	0	0	0	80	85	0	17	42	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAS3_V__2165	20	0	19	0	0	0	0	0	0	114	155	0	0	0	0	47	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	7	12	6	0	0	0	0	0	0	2	170	0	0	0	618	2	0	0	0	0	0	0	265	0	17	123	0	0	0	0	0	0	47	6	116	0	0	0	1	9050	6691	2	0	0	0	459	122	0	0	0	4	22	1	0	0	0	0	0	3	0	12	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	4	6	37	71	0	0	3	83	616	9	1	0	7	219	906	22	2	100	0	0	0	0	0	0	0	10	0	0	0	0
G21F_7947_V5__8351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZC3_V__7627	0	0	0	0	0	0	0	0	0	0	0	0	8	155	65	167	4	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	13	0	1	0	0	0	0	0	0	0	0	0	0	6	0	12	30	0	0	0	0	0	0	0	0	0	0	0	80	85	0	16	20	0	0	0	0	0	6	14	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	45	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	2	6	3	7	2	0	0	0	3	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZO9_V__7126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	157	0	0	0	0	0	0	16	10	0	0	0	3	0	0	0	396	0	23	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAF1_V__1838	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	106	0	0	0	471	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	13	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	3	1	0	0	28	0	0	0	0	42	40	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AZS1_V__8427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	34	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7876_V1__4881	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	729	104	0	0	191	44	25	0	0	0	0	23	1	0	0	0	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2244	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	4	0	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	18	10	12	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7947_V5__2989	0	0	0	0	0	0	0	0	0	0	2	0	21	2	0	6	0	0	0	0	3	0	586	118	0	1	0	0	0	0	19	99	0	0	0	41	0	0	0	1187	0	27	0	0	0	1	0	0	2	0	0	33	10	0	7	0	0	0	0	0	2	0	0	0	6	8	0	0	2	0	0	0	0	2	5	0	32	0	0	16	0	0	0	0	0	0	0	5	58	39	0	8	0	0	0	78	1	0	0	11	2	8	0	0	0	9	0	88	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	42	33	8	1	0	369	1	0	0	0	12	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J7928V2__1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8064V__8599	0	0	0	0	0	0	0	0	0	6	6	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	18	0	0	0	7	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
