Contig	AWG0_V	AWG10_V	AWG1_V	AWG2_V	AWG3_V	AWG5_V	AWG6_V	AYW2_V	AYW6_V	AZB1_V	AZB2_V	AZB4_V	AZC1_V	AZC3_V	AZC5_V	AZE2_V	AZE7_V	AZJ10_V	AZJ1_V	AZJ6_V	AZK1_V	AZK4_V	AZO8_V	AZO9_V	AZP1_V	AZP2_V	AZR1_V	AZS0_V	AZS1_V	AZS2_V	AZT2_V	AZV1_V	AZX1_V	AZX2_V	AZX4_V	BAC3_V	BAC7_V	BAD1_V	BAD2_V	BAF1_V	BAF2_V	BAF3_V	BAF7_V	BAF8_V	BAH14_V	BAH1_V	BAH4_V	BAJ2_V	BAJ6_V	BAL2_V	BAL6_V	BAM1_V	BAM2_V	BAM4_V	BAM6_V	BAO5_V	BAO6_V	BAS3_V	BAT4_V	BAW0_V	BAW1_V	BAW4_V	BAW5_V	BAW6_V	BAX1_V	BAX2_V	BAX3_V	BAX4_V	BAX6_V	BAY1_V	BAY4_V	BAY6_V	BAY9_V	BBD0_V	BBD1_V	BBD2_V	BBD6_V	BBF1_V	BBF6_V	BBF8_V	BBN1_V	BBN3_V	BBN6_V	BCL5_V	BCL6_V	G01M_8068_V	G01M_8190_V	G01M_8193_V	G01M_8197_V	G01M_8337_V	G01M_8340_V	G01M_8349_V	G01M_8363_V	G01M_8393_V	G01M_8394_V	G01M_8396_V	G01M_8399_V	G01M_8405_V	G01M_8414_V	G01M_8418_V	G01M_8519_V	G01M_8520_V	G01M_8528_V	G01M_8533_V	G01M_8588_V	G01M_8590_V	G01M_8597_V	G01M_8653_V	G01M_8658_V	G01M_8661_V	G01M_8755_V	G01M_8757_V	G01M_8768_V	G01M_8870_V	G01M_8873_V	G03J_7869_V4	G03J_7872_V1	G03J_7875_V2	G03J_7879_V5	G03J_7944_V3	G05A_8347_V6	G18F_V10	G18F_V11	G18F_V12	G18F_V14	G18F_V17	G18F_V18	G18F_V20	G18F_V2	G18F_V6	G18F_V9	G21F_7876_V1	G21F_7878_V2	G21F_7881_V3	G21F_7946_V4	G21F_7947_V5	G23J_7924V	G23J7927V1	G23J7928V2	G23J_7933V	G23J_7936V	G23J_7937V	G23J_7940V	G23J_7943V	G23J_8030V	G23J_8060V	G23J_8062V	G23J_8064V	G23J_8066V	G23J_8067V	G23J_8195V	G23J_8196V	G23J_8200V	MixLL9_V2	MixMB4_V11	MixMB6_V12	MixMS12_V7	MixMS20_V8	MixRN4_V3	MixRN7_V4	MixSK11_V6	MixSK5_V5	MixSR5_V9
G23J_7937V__3583	0	0	0	0	0	0	0	0	0	2	10	2	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	53	0	3	1	0	0	0	1	8	0	0	0	152	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	55	0	0	0	11	1	3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	14	802	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
AZC3_V__8726	0	0	0	0	0	0	0	0	0	0	0	0	0	220	35	146	0	0	0	0	50	0	20	7	4	0	16	0	8	0	26	12	0	0	0	0	4	0	0	132	0	10	0	0	2	216	2	4	227	5	0	8	15	0	5	0	0	0	0	0	0	0	0	0	91	66	0	3	10	2	0	38	0	0	4	6	66	0	0	8	0	0	0	0	0	0	0	0	27	64	8	15	0	0	0	0	0	0	0	8	4	3	0	0	0	7	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	5	8	0	5	49	4	0	0	0	9	0	16	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G03J_7944_V3__5353	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7876_V1__4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	223	0	4	0	0	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	74	19	0	2	19	1	0	0	0	4	3	3	0	3	0	0	0	0	0	0	0	0	0	0	200	150	0	0	0	0	0	39	0	0	0	9	4	14	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	10	3	16	89	7	0	0	0	1	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_7937V__2069	2	0	2	0	0	0	0	0	0	81	53	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	40	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	53	251	0	0	0	0	52	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZX4_V__9317	1	0	2	0	0	0	0	0	0	27	19	0	0	4	6	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	40	125	0	0	0	0	0	0	0	0	0	3	583	39	0	0	0	0	0	0	0	0	0	0	30	0	0	29	0	0	0	12	8	0	7	30	37	52	0	0	2	6	1	0	0	0	0	84	354	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	45	23	42	4	1	0	0	13	12	11	4	2	0	15	12	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
BAH14_V__394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	46	0	0	0	0	0	0	0	0	5	0	0	0	0	0	189	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBD0_V__7868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1234_0	0	0	0	0	0	0	0	0	0	0	4	0	0	323	121	113	0	0	0	0	71	0	0	0	0	4	2	0	6	0	64	6	6	0	9	8	18	0	0	31	0	60	0	0	8	84	10	4	270	0	0	31	49	0	0	0	0	0	0	0	0	0	0	0	195	157	0	14	18	0	0	0	0	0	11	7	116	0	0	0	0	0	0	0	0	0	0	0	0	102	4	2	0	8	0	0	0	0	0	28	4	6	0	0	0	8	0	0	0	0	0	0	190	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	119	8	6	2	0	4	3	0	0	0	15	0	30	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAY1_V__4484	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	82	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	8	0	39	0	0	0	0	0	0	0	0	0	209	0	58	0	113	5	2	0	41	0	0	0	0	0	0	0	0	0	0	102	101	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	145	7	2	30	18	3	0	0	0	0	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
G01M_8768_V__593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	69	2	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	8	546	0	0	0	0	0	6	0	43	0	11961	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7947_V5__4958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	267	0	0	5	0	0	0	7	0	0	8	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	154	0	4	0	3	2	0	0	23	0	0	0	8	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7876_V1__9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
BBD1_V__3488	5	0	0	0	0	0	0	0	0	206	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	305	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZX2_V__5585	4	0	0	0	0	0	0	0	0	188	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	7	0	8	0	0	0	0	0	0	0	0	112	0	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	7	0	5	8	0	0	0	1	5	0	0	0	13	84	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	5	0	0	0	6	8	72	0	5	0	0	47	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0
BAX1_V__7123	0	0	0	0	0	0	0	0	0	0	0	0	0	246	78	102	0	0	0	0	33	0	0	0	2	0	2	0	4	0	72	0	0	0	0	2	16	0	7	0	0	0	0	0	15	87	5	0	167	9	0	6	29	0	3	0	0	0	0	1	0	0	0	0	150	57	0	10	19	0	6	39	0	0	4	15	78	0	0	0	0	0	0	0	0	0	0	0	24	40	10	26	0	0	0	3	0	0	0	10	2	4	0	0	9	17	0	0	0	0	0	0	262	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	3	4	2	0	14	0	0	0	0	0	2	20	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1214_0	30	0	4	0	0	0	4	20	0	107	66	0	0	0	0	2	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	28	18	16	3	0	0	0	0	0	75	231	0	0	0	16	0	0	0	0	0	0	0	0	0	13	36	0	0	0	0	0	0	0	0	0	0	0	0	6	107	69	0	0	0	0	21	2	1	0	0	14	120	14	0	0	3	0	0	0	0	5	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	18	0	0	0	0	0	34	172	21	10	40	84	6	22	38	117	365	0	10	0	2	50	72	6	14	0	14024	0	0	0	0	0	0	0	0	0	0	0
G21F_7946_V4__6934	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	409	0	0	0	0	0	27	0	0	0	700	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	257	4626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
BAW0_V__9035	4	0	0	0	0	0	0	0	0	88	44	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	344	425	0	0	0	1	12	0	1211	4	16	57	0	0	115	195	144	0	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694	718	0	0	0	0	3	0	0	5	1	0	1	0	2	6	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
G21F_7876_V1__418	24	0	2	0	0	0	0	0	0	88	62	513	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	7	0	0	0	0	0	412	211	0	16	0	6	0	0	0	0	0	0	0	0	0	3	328	0	0	0	16	4	2	11	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	15	2	740	370	2598	0	0	3	0	39	4	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	461	20	41	1420	9	8	12	29	41	61	0	7	0	6	0	64	0	0	4	1531	0	0	0	0	0	0	0	0	0	0	0
G01M_8418_V__1670	0	0	0	0	0	0	0	0	0	0	6	0	23	0	0	0	0	0	2	0	0	0	406	405	0	0	0	0	1	0	0	29	0	0	0	5	41	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	37	0	0	0	1	4	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	2	167	150	0	0	0	0	0	0	1	0	0	665	6	4	0	0	0	24	0	0	0	0	0	0	35	0	0	6	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	42	81	16	8	29	2	0	0	0	35	14	2	0	0	20	34	12	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0
G23J_8067V__6530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	191	4	0	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	3	22	0	0	0	20	0	191	2	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8653_V__4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	12	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	1	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1307_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_868_0	48	0	0	0	1	0	10	14	0	56	30	7	0	1	0	4	0	0	10	0	0	0	0	0	4	28	0	0	10	0	5	766	0	17	0	126	2	3	0	18	11	496	0	2	1	6	4	8	0	3494	8	319	15	0	2	0	4	271	2	8	31	0	0	0	0	0	14	25	0	14	0	0	5	29	6	8	0	1	0	53	77	0	0	0	0	1	1	0	13	12	5	1	0	0	0	8	0	0	0	3	10	232	0	0	0	0	0	15	2	0	0	0	0	0	0	14	13	104	97	0	0	6	0	0	1	76	0	0	0	0	96	299	9	8	58	54	9	0	0	7	9	55	2	16	0	70	791	549	39	24	2	0	0	0	0	0	0	0	0	11	0	0	12
BAW0_V__7873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8064V__9987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	6	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G01M_8768_V__4260	0	0	0	0	0	0	0	0	0	0	0	0	0	158	80	104	0	2	0	0	47	0	0	0	2	6	0	0	2	0	41	0	0	0	10	0	15	0	0	10	0	0	0	0	8	122	8	0	157	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	97	55	0	12	0	4	1	44	0	0	2	26	84	0	0	0	0	12	0	0	0	0	0	0	7	2	0	6	0	0	0	4	0	0	0	17	0	1	0	0	6	9	0	0	0	0	0	0	244	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	6	0	0	15	2	0	0	0	0	6	22	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1337_0	4	0	0	0	0	0	0	8	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	19	28	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	19	0	0	0	0	29	0	445	0	587	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8064V__1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	667	4	2	4	0	11	0	0	0	0	0	0	0	0	65	61	36	14	0	0	0	0	3	0	0	863	75	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	0	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0	721	0	6	0	0	0	6	0	0	0	7	2	229	0	0	24	2	1	0	0	0	1	4	0	0	32	0	12
G01M_8520_V__5533	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	59	0	0	0	0	0	0	0	0	0	4	2	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BAL2_V__6353	2	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	28	1622	0	0	0	185	0	0	0	0	0	0	0	27	0	16	39	0	0	0	2	0	0	740	4	21	0	0	0	0	1136	738	0	0	0	0	108	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	8	24	0	0	2	10	15	1	0	0	0	60	94	8	8	9	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8064V__2560	1	0	0	0	0	0	0	0	0	14	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	7	72	7	0	0	0	0	0	0	0	0	101	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	8	0	8	0	0	1	6	0	9	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1201_0	4	0	2	0	0	0	0	0	0	29	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6185	1178	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	303	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	18	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	168	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	24
G21F_7946_V4__2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	229	131	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	133	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0
G23J_8064V__6371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	30	21	0	0	0	0	0	0	0	6	0	0	0	121	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G03J_7869_V4__4032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
